"wins","base_hits","singles","doubles","triples","homeruns","walks","b_strikeouts","stolen_bases","hits_allowed","homeruns_allowed","walks_allowed","p_strikeouts","errors","double_plays"
65,1433,1127,205,73,28,481,591,164,1658,32,557,684,263,100
72,1626,1254,248,86,38,461,579,172,1733,41,491,617,247,101
85,1554,1154,254,102,44,489,500,118,1645,47,518,529,248,162
73,1467,1099,241,80,47,482,465,99,1543,49,507,489,211,169
79,1520,1157,237,98,28,563,474,108,1609,30,596,502,226,193
97,1639,1255,268,93,23,540,412,121,1724,24,568,433,180,157
103,1692,1287,269,76,60,572,458,144,1815,64,614,491,185,178
87,1647,1232,264,105,46,599,399,132,1779,50,647,431,199,139
89,1629,1224,282,92,31,524,378,140,1714,33,551,398,204,131
79,1588,1157,291,98,42,506,410,116,1670,44,532,431,189,154
76,1540,1159,260,70,51,593,426,92,1641,54,632,454,204,166
99,1704,1225,316,103,60,565,461,106,1793,63,594,485,163,158
97,1670,1196,324,98,52,506,483,76,1757,55,532,508,149,156
98,1646,1158,319,105,64,531,465,74,1732,67,559,489,131,165
106,1690,1235,299,92,64,574,421,69,1801,68,612,449,142,159
70,1611,1186,296,75,54,608,476,50,1717,58,648,507,172,178
71,1685,1280,270,101,34,631,430,57,1784,36,668,455,181,197
77,1651,1253,259,89,50,626,533,65,1748,53,663,564,180,192
80,1719,1253,298,77,91,615,407,70,1844,98,660,437,192,192
69,1581,1185,265,84,47,583,490,100,1685,50,621,522,218,178
67,1528,1123,280,70,55,492,530,99,1607,58,518,558,202,175
74,1580,1171,270,84,55,494,513,83,1662,58,520,540,198,178
67,1463,1127,240,53,43,623,575,105,1570,46,668,617,238,143
89,1406,1044,259,53,50,641,613,150,1489,53,679,649,190,154
67,1458,1183,196,44,35,494,502,134,1534,37,520,528,229,164
92,1446,1145,207,66,28,573,514,116,1521,29,603,541,193,130
67,1298,1008,196,50,44,552,562,56,1365,46,581,591,149,159
59,1318,991,215,79,33,601,606,80,1396,35,636,642,163,152
53,1399,1053,218,43,85,624,521,48,1472,89,656,548,169,177
70,1436,1100,200,56,80,706,637,44,1511,84,743,670,176,190
65,1472,1113,255,47,57,589,542,47,1548,60,620,570,168,156
81,1443,1068,245,56,74,635,644,69,1538,79,677,686,128,184
69,1359,1003,198,73,85,642,756,39,1430,89,675,795,144,181
56,1343,1015,187,57,84,566,688,26,1413,88,595,724,162,179
62,1370,979,208,65,118,726,923,39,1441,124,764,971,177,182
64,1304,968,169,40,127,502,790,23,1372,134,528,831,124,171
66,1268,881,182,34,171,544,927,54,1334,180,572,975,170,147
77,1350,934,216,45,155,614,929,55,1420,163,646,977,174,167
71,1370,942,218,41,169,604,851,48,1387,171,612,862,176,152
91,1445,1006,215,39,185,649,823,33,1445,185,649,823,129,173
92,1417,932,224,35,226,550,918,32,1426,227,553,924,145,141
79,1413,919,227,46,221,553,1019,46,1413,221,553,1019,145,131
89,1341,945,219,33,144,513,844,67,1341,144,513,844,139,118
91,1309,914,216,48,131,512,976,55,1309,131,512,976,132,123
79,1274,921,207,41,105,445,966,98,1274,105,445,966,170,117
97,1520,1079,246,32,163,599,906,115,1520,163,599,906,150,177
98,1438,1014,230,41,153,501,905,57,1438,153,501,905,123,130
75,1424,1077,199,31,117,518,857,67,1442,118,524,868,118,136
81,1343,1021,191,33,98,503,952,56,1413,103,529,1001,167,140
81,1521,1117,240,44,120,598,954,87,1521,120,598,954,139,147
82,1530,1192,190,37,111,520,791,74,1530,111,520,791,151,164
77,1525,1154,219,29,123,574,760,83,1554,125,585,774,172,150
85,1526,1172,222,51,81,550,714,146,1526,81,550,714,172,182
85,1598,1139,275,60,124,566,759,106,1608,125,570,764,145,185
77,1477,1077,254,46,100,439,707,62,1486,101,442,711,147,193
61,1314,972,218,54,70,409,739,51,1953,104,608,1098,138,153
60,1427,1001,234,44,148,474,887,38,1427,148,474,887,105,162
70,1463,1001,280,41,141,467,802,44,1463,141,467,802,118,170
81,1473,1067,259,33,114,437,735,39,1473,114,437,735,120,134
85,1422,933,258,35,196,523,898,113,1422,196,523,898,98,147
91,1508,1032,294,31,151,528,832,107,1508,151,528,832,83,155
80,1542,1112,278,35,117,478,743,111,1542,117,478,743,107,141
74,1458,1038,281,39,100,445,749,96,1458,100,445,749,101,161
95,1557,1105,270,42,140,526,747,107,1557,140,526,747,94,161
90,1544,1138,275,27,104,527,834,123,1544,104,527,834,94,155
71,1480,1071,261,27,121,493,850,83,1480,121,493,850,100,160
76,1566,1042,343,33,148,515,910,135,2068,212,738,1305,108,142
63,1573,1096,304,38,135,530,1031,118,1770,152,596,1160,113,159
78,1633,1136,332,47,118,576,958,143,1633,118,576,958,94,142
68,1522,1045,305,40,132,495,1121,151,1522,132,495,1121,100,170
70,1499,1067,285,32,115,506,915,112,1499,115,506,915,108,135
69,1516,1026,325,49,116,556,1021,90,1516,116,556,1021,102,155
85,1514,984,328,38,164,495,1083,146,1514,164,495,1083,108,121
95,1527,973,350,36,168,475,1096,79,1536,169,478,1103,74,125
90,1567,1049,318,45,155,512,1027,94,1567,155,512,1027,87,114
92,1494,969,310,24,191,513,982,116,1494,191,513,982,101,158
83,1441,1006,269,32,134,485,978,102,1441,134,485,978,102,171
96,1608,1156,275,34,143,490,872,101,1608,143,490,872,84,135
95,1494,1106,261,68,59,482,513,212,2069,266,786,1027,183,99
41,1490,1255,176,54,5,186,578,54,2009,14,502,1042,262,86
108,1188,850,338,0,0,270,945,54,1508,0,284,1156,129,162
93,1561,1187,244,95,35,498,679,289,1653,37,527,719,291,120
85,1367,1040,224,85,18,467,586,196,1457,19,498,625,255,132
24,1289,1096,145,41,7,45,0,125,2073,24,284,494,398,91
79,1695,1336,211,103,5,162,74,226,2060,25,795,363,430,104
102,1670,1331,258,39,12,165,156,168,2009,36,495,468,312,82
89,1688,1332,205,125,15,128,67,46,2073,46,391,205,402,83
105,1767,1331,249,77,20,95,0,124,2068,50,310,345,248,91
71,1491,1217,200,57,17,50,0,319,2073,41,391,455,428,52
92,1723,1269,252,120,82,601,450,286,2069,101,743,556,366,83
41,1334,984,168,41,141,624,1003,60,1351,143,632,1016,213,169
51,1168,881,156,35,96,457,1078,41,1168,96,457,1078,208,151
50,1202,865,203,27,107,392,1129,28,1202,107,392,1129,169,153
66,1294,972,188,35,99,449,998,55,1302,100,452,1004,160,172
61,1288,1004,178,23,83,362,981,58,1288,83,362,981,157,147
73,1252,963,178,30,81,379,1203,72,1252,81,379,1203,133,142
100,1311,977,184,41,109,527,1089,66,1311,109,527,1089,122,146
83,1358,985,211,42,120,684,1062,118,1358,120,684,1062,124,136
86,1198,875,182,32,109,612,1028,43,1244,113,636,1068,120,127
83,1353,1044,199,24,86,543,810,27,1361,87,546,815,127,141
71,1286,985,183,22,96,597,735,43,1286,96,597,735,158,150
82,1430,1078,217,34,101,501,805,32,1430,101,501,805,151,144
86,1334,1000,198,34,102,561,797,66,1334,102,561,797,131,116
64,1319,974,227,30,88,529,887,98,1319,88,529,887,134,132
66,1332,972,227,47,86,549,829,100,1332,86,549,829,132,160
63,1399,1029,255,41,74,498,817,135,1399,74,498,817,140,168
67,1407,1087,218,41,61,501,840,158,1407,61,501,840,154,132
64,1365,1006,214,55,90,478,948,162,2060,142,752,1464,204,140
65,1361,1011,227,26,97,456,1005,137,1361,97,456,1005,175,134
90,1400,1033,235,25,107,500,1001,149,1400,107,500,1001,129,154
98,1425,1017,239,35,134,546,872,117,1425,134,546,872,115,138
108,1462,1022,261,31,148,631,968,118,1462,148,631,968,138,145
92,1499,986,287,34,192,592,1012,159,1499,192,592,1012,137,137
101,1404,972,254,24,154,551,853,142,1422,156,558,864,116,129
87,1351,903,280,21,147,504,934,158,1351,147,504,934,144,110
91,1410,939,278,21,172,536,851,110,1410,172,536,851,132,107
77,1313,919,252,24,118,582,794,154,1321,119,586,799,144,113
72,1254,885,259,17,93,572,956,129,1254,93,572,956,116,134
59,1350,927,228,37,158,448,879,79,1350,158,448,879,156,143
79,1385,952,235,30,168,482,1157,36,1986,241,691,1419,128,161
78,1488,1064,245,38,141,502,1118,65,1674,159,565,1258,129,141
71,1515,1054,267,47,147,445,1069,97,1515,147,445,1069,157,163
88,1448,993,274,28,153,550,1029,97,1448,153,550,1029,117,165
88,1425,976,289,24,136,572,1049,62,1425,136,572,1049,101,151
96,1543,1054,295,14,180,713,988,149,1534,179,709,982,68,146
94,1445,945,282,20,198,675,1037,66,1445,198,675,1037,118,121
82,1361,923,273,18,147,545,1062,66,1361,147,545,1062,101,132
75,1418,996,239,22,161,489,1050,88,1427,162,492,1057,145,139
66,1325,912,264,24,125,492,1041,70,1333,126,495,1047,119,159
71,1376,882,289,20,185,512,1159,107,1376,185,512,1159,137,144
83,1421,935,279,32,175,486,1075,153,1421,175,486,1075,106,146
91,1490,1195,187,98,10,240,437,303,2056,17,405,737,407,113
114,1593,1228,235,97,33,307,477,241,2047,50,465,722,322,83
64,1256,1018,130,86,22,396,694,144,1507,26,475,833,404,99
54,1458,1117,235,80,26,535,564,298,1776,32,652,687,318,79
61,1429,1267,113,43,6,52,101,107,2059,17,391,292,430,52
59,1547,1145,237,126,39,490,504,222,1816,46,575,592,407,128
87,1373,1043,233,75,22,401,562,193,1660,27,485,679,319,105
99,1453,1117,209,98,29,335,588,175,1559,31,359,631,295,97
77,1335,1067,177,66,25,391,616,217,1451,27,425,649,319,96
97,1453,1174,178,83,18,355,465,206,1559,19,381,512,292,74
77,1377,1124,164,73,16,333,447,225,1507,18,365,450,368,86
54,1252,1036,149,53,14,303,719,243,1317,15,319,724,356,82
94,1345,1068,176,80,21,498,550,309,1443,23,534,617,307,102
81,1464,1132,203,102,27,525,673,287,1560,29,560,668,341,106
53,1407,1125,179,84,19,493,546,263,1500,20,525,583,401,82
61,1241,1018,166,48,9,573,662,218,1331,10,615,710,307,101
74,1203,978,157,55,13,607,748,264,1265,14,639,787,235,98
74,1238,974,178,53,33,608,713,211,1319,35,648,760,229,126
84,1343,1040,204,62,37,543,665,188,1413,39,571,700,230,125
75,1298,1032,182,55,29,525,566,144,1374,31,556,599,238,137
79,1429,1133,211,59,26,483,487,116,1882,34,636,641,212,180
93,1486,1152,225,57,52,450,558,118,1732,61,524,650,225,126
100,1523,1045,282,75,121,567,659,67,1602,127,596,693,203,136
104,1669,1133,302,92,142,623,602,94,1767,150,660,637,233,146
99,1582,1172,231,79,100,523,560,65,1664,105,550,589,163,128
104,1656,1214,246,84,112,555,550,74,1765,119,592,586,153,140
95,1616,1156,264,92,104,509,448,74,1722,111,542,477,164,140
73,1547,1093,260,78,116,494,507,70,1627,122,520,533,170,158
96,1586,1104,276,79,127,675,610,83,1668,134,710,642,220,123
116,1729,1149,306,108,166,668,636,95,1819,175,703,669,206,129
106,1660,1154,283,83,140,591,572,54,1746,147,622,602,209,143
93,1669,1166,276,78,149,583,545,54,1756,157,613,573,188,160
113,1645,1098,293,86,168,806,554,81,1730,177,778,583,200,130
98,1615,1118,260,81,156,756,546,82,1744,168,762,590,177,132
99,1572,1128,238,64,142,736,628,75,1654,149,774,661,168,159
106,1577,1023,302,67,185,798,657,97,1681,197,786,700,180,180
114,1632,1117,278,59,178,752,583,77,1751,191,807,625,135,171
93,1442,954,256,69,163,682,637,62,1517,171,717,670,160,166
106,1540,1062,256,63,159,648,594,54,1620,167,682,625,174,206
108,1503,1094,235,60,114,622,585,73,1581,120,654,615,149,200
103,1420,1024,229,62,105,656,591,48,1494,110,690,622,168,175
87,1483,1077,227,78,101,550,660,96,1560,106,579,694,164,179
86,1431,1066,201,65,99,659,604,68,1525,106,702,644,187,181
92,1341,926,219,53,143,660,743,50,1411,150,694,782,155,183
102,1514,1075,242,76,121,642,611,28,1593,127,675,643,115,159
102,1469,1059,226,63,121,769,567,61,1545,127,809,596,144,205
103,1589,1102,246,74,167,723,487,43,1672,176,761,512,125,198
103,1467,1051,219,50,147,636,575,82,1543,155,669,605,151,200
100,1484,1057,232,59,136,595,686,55,1561,143,626,722,134,209
106,1523,1076,242,56,149,704,691,36,1634,160,755,741,135,195
108,1473,1045,226,62,140,684,665,36,1550,147,720,700,134,208
101,1412,982,188,58,184,641,692,58,1485,194,674,728,135,189
102,1507,1046,203,58,200,647,794,54,1585,210,681,835,142,225
97,1492,1055,223,41,173,565,865,50,1570,182,594,910,135,191
83,1470,1031,236,42,161,481,871,47,1546,169,506,916,138,168
102,1449,978,226,42,203,565,860,39,1524,214,594,905,136,170
109,1461,987,194,40,240,543,785,28,1461,240,543,785,124,180
96,1509,1041,240,29,199,584,842,42,1509,199,584,842,131,151
105,1396,974,198,35,189,437,813,42,1405,190,440,818,109,163
99,1442,1037,208,35,162,520,976,54,1442,162,520,976,107,158
77,1286,910,196,31,149,489,951,35,1286,149,489,951,137,166
71,1278,891,185,37,165,494,832,50,1302,168,503,848,145,145
72,1225,942,166,17,100,532,1043,63,1225,100,532,1043,154,144
83,1166,840,154,34,109,566,958,90,1137,109,566,958,139,142
80,1255,905,211,44,95,569,845,120,1263,96,573,850,132,159
93,1381,1021,208,41,111,588,808,105,1381,111,588,808,130,146
82,1377,1042,195,43,97,581,717,75,1377,97,581,717,125,159
83,1346,1003,210,25,108,513,720,74,1407,113,536,753,140,187
80,1435,1075,212,17,131,489,680,47,1435,131,489,680,156,172
89,1451,1100,220,30,101,515,690,53,1451,101,515,690,142,158
84,1448,1065,233,39,111,492,719,103,1466,112,498,728,137,150
99,1524,1130,235,37,122,479,628,166,1553,124,488,640,128,144
100,1576,1078,267,47,184,533,681,93,1576,184,533,681,132,151
99,1480,1091,227,38,124,502,691,97,1471,123,499,687,112,133
103,1484,1022,239,34,189,643,739,86,1484,189,643,739,138,160
89,1346,938,224,33,151,592,657,71,2038,229,778,995,109,151
79,1417,994,225,37,161,590,719,69,1417,161,590,719,128,158
91,1535,1073,269,40,153,533,686,84,1535,153,533,686,139,157
87,1560,1123,275,32,130,534,673,62,1560,130,534,673,142,177
98,1467,985,274,31,177,624,776,156,1476,178,628,781,124,173
90,1512,1026,275,23,188,645,911,139,1512,188,645,911,127,153
89,1445,994,239,16,196,604,949,105,1445,196,604,949,102,155
86,1478,1043,274,12,149,592,941,147,1487,150,596,947,135,162
74,1479,1095,230,23,131,505,836,138,1488,132,508,841,123,184
71,1418,1003,249,19,147,473,861,109,1418,147,473,861,133,181
88,1568,1072,294,24,178,629,910,39,1568,178,629,910,101,166
100,1656,1093,341,23,199,760,946,79,2059,285,778,1356,115,175
89,1536,1046,315,38,137,703,957,56,1728,154,791,1077,82,136
92,1621,1138,293,28,162,632,909,96,1621,162,632,909,91,146
96,1636,1127,325,23,161,676,954,99,1636,161,676,954,105,156
114,1625,1097,290,31,207,653,1025,153,1625,207,653,1025,98,146
98,1568,1037,302,36,193,718,978,104,1568,193,718,978,111,130
88,1551,1024,296,25,206,635,1013,100,1561,207,639,1019,110,136
96,1507,988,293,20,206,525,1048,163,1526,209,532,1061,110,134
104,1550,998,316,12,224,644,1178,101,1560,225,648,1185,128,118
101,1518,970,304,14,230,684,1042,98,1518,230,684,1042,114,126
101,1483,940,281,20,242,670,982,84,1483,242,670,982,99,148
95,1552,1048,259,16,229,637,989,84,1552,229,637,989,95,151
97,1608,1050,327,21,210,649,1053,139,1608,210,649,1053,104,145
88,1678,1247,285,104,42,359,410,206,1999,50,428,488,394,111
99,1631,1226,280,80,45,409,349,239,1943,54,487,416,317,89
90,1483,1091,272,82,38,322,616,188,1780,46,386,739,260,79
87,1358,1031,211,83,33,336,649,147,1457,35,360,696,268,72
101,1434,1072,280,56,26,412,538,208,1570,28,451,692,290,104
87,1347,1018,238,55,36,430,516,184,1505,40,480,612,298,96
98,1423,1101,249,48,25,429,480,153,1590,28,479,504,294,75
72,1198,929,194,53,22,390,678,123,1268,23,413,680,288,72
101,1331,1019,197,93,22,427,627,217,1409,23,452,668,259,97
110,1483,1143,206,113,21,442,487,224,1602,23,477,580,248,126
108,1652,1260,254,100,38,455,463,242,1772,41,488,466,245,107
106,1484,1192,176,85,31,581,551,246,1582,33,619,587,227,124
46,1283,994,195,77,17,465,676,135,1367,18,496,720,360,126
38,1283,1015,179,69,20,430,668,160,1358,21,455,707,330,133
58,1372,1101,187,66,18,461,550,119,1453,19,488,582,266,112
66,1315,1074,157,56,28,434,614,105,1664,35,549,777,289,172
42,1338,1012,203,82,41,404,654,119,1548,47,467,757,297,111
50,1393,1064,231,52,46,371,624,53,1465,48,390,656,281,133
56,1585,1159,271,68,87,449,598,72,1678,92,475,633,293,152
68,1482,1058,241,66,117,460,622,63,1559,123,484,654,229,125
74,1500,1132,244,68,56,474,551,77,1599,60,505,587,240,135
76,1555,1157,268,63,67,399,514,84,1657,71,425,548,193,167
94,1768,1285,318,84,81,483,460,71,1884,86,515,490,228,158
104,1631,1116,342,79,94,564,468,62,1727,100,597,496,194,131
112,1662,1137,311,82,132,586,475,66,1795,143,633,513,160,126
107,1655,1110,336,78,131,630,559,50,1741,138,663,588,153,127
114,1646,1121,331,68,126,563,579,27,1754,134,600,617,149,161
99,1689,1134,319,55,181,681,663,40,1777,190,716,697,129,149
85,1630,1101,320,60,149,671,663,36,1749,160,720,711,218,130
73,1610,1145,255,54,156,530,631,62,1739,168,572,681,212,179
63,1598,1164,264,48,122,516,655,47,1737,133,561,712,205,163
56,1528,1134,254,64,76,555,625,62,1618,80,588,662,220,161
58,1500,1037,298,64,101,625,598,102,1609,108,671,642,212,161
56,1503,1074,259,66,104,645,629,69,1602,111,687,670,217,127
57,1463,1042,255,56,110,585,690,50,1539,116,615,726,250,138
67,1505,1091,252,73,89,604,619,28,1583,94,635,651,210,158
58,1383,1076,224,48,35,463,515,46,1455,37,487,542,198,130
52,1282,1026,183,46,27,452,489,58,1349,28,475,514,170,156
76,1435,1170,178,49,38,444,515,44,1510,40,467,542,183,134
56,1401,1108,217,40,36,485,500,27,1513,39,524,540,164,173
52,1385,1058,231,54,42,507,625,41,1457,44,533,657,176,148
88,1415,1051,243,49,72,764,550,42,1489,76,804,579,119,189
85,1400,1037,225,52,86,824,519,38,1473,90,802,546,147,228
55,1432,1056,215,56,105,721,519,44,1506,110,758,546,163,219
74,1453,1025,276,45,107,712,594,49,1528,113,749,625,142,215
62,1471,1093,216,40,122,524,633,43,1547,128,551,666,143,169
54,1292,949,201,43,99,530,712,32,1359,104,558,749,175,171
66,1467,1093,199,48,127,487,763,23,1543,134,512,803,154,183
62,1336,912,206,42,176,385,805,37,1415,186,408,852,132,172
77,1364,960,206,53,145,475,786,23,1435,153,500,827,131,175
69,1455,1044,243,45,123,506,821,36,1531,129,532,864,167,164
61,1350,995,217,47,91,584,777,58,1358,92,588,782,175,161
72,1467,1073,220,58,116,556,803,76,1467,116,556,803,132,131
73,1356,998,225,38,95,529,829,47,1356,95,529,829,124,131
57,1321,910,216,29,166,548,1104,34,1321,166,548,1104,154,152
59,1294,939,186,59,110,521,1020,110,1294,110,521,1020,139,142
75,1275,932,215,57,71,426,994,134,1291,72,431,1006,141,156
62,1252,920,213,50,69,455,1025,133,1260,69,458,1031,133,121
82,1300,974,192,40,94,472,1022,147,1300,94,472,1022,145,136
89,1338,935,208,24,171,584,977,131,1338,171,584,977,141,152
102,1392,1010,196,25,161,545,1024,80,1401,162,548,1030,118,158
97,1304,930,204,30,140,484,926,91,1363,146,506,968,136,153
94,1431,1040,216,28,147,595,919,128,1431,147,595,919,137,170
90,1315,941,205,37,132,568,876,164,1315,132,568,876,141,154
98,1376,972,220,33,151,609,846,183,1376,151,609,846,143,140
63,1292,960,177,37,118,519,916,177,1300,119,522,922,191,137
69,1304,973,200,31,100,433,800,144,1304,100,433,800,179,145
54,1276,948,188,32,108,482,751,104,1276,108,482,751,174,137
83,1424,1040,212,35,137,506,824,175,1424,137,506,824,130,115
95,1352,981,177,39,155,508,962,146,2009,230,755,1430,120,110
68,1286,899,211,27,149,582,948,232,1286,149,582,948,160,140
74,1447,1061,237,28,121,524,872,235,1447,121,524,872,157,157
77,1415,971,257,29,158,568,871,145,1415,158,568,871,146,159
77,1475,1056,230,34,155,508,861,117,1475,155,508,861,140,137
76,1370,969,213,25,163,553,983,139,1370,163,553,983,135,120
99,1414,1042,220,25,127,562,855,157,1414,127,562,855,129,159
103,1379,984,209,22,164,651,992,141,1379,164,651,992,87,152
84,1342,918,246,19,159,642,981,151,1342,159,642,981,107,150
96,1389,1004,219,24,142,707,831,143,1389,142,707,831,125,158
68,1408,969,260,21,158,622,1048,131,1408,158,622,1048,111,161
72,1434,1002,253,18,161,593,975,129,2038,229,778,1386,125,149
75,1458,991,257,20,190,636,1025,126,1640,214,716,1153,114,170
78,1492,945,283,21,243,640,1114,58,1492,243,640,1114,102,195
65,1451,957,274,23,197,642,1181,71,1451,197,642,1181,121,170
74,1413,956,295,13,149,633,1122,131,1413,149,633,1122,141,155
87,1430,888,287,20,235,770,1129,70,1430,235,770,1129,122,162
92,1510,964,283,23,240,755,1166,40,1519,241,760,1173,135,165
102,1469,914,334,22,199,640,1021,68,1469,199,640,1021,125,151
96,1398,881,317,24,176,556,898,48,1398,176,556,898,107,145
91,1545,1005,336,15,189,608,1061,47,1545,189,608,1061,91,172
88,1476,991,310,20,155,537,819,31,1476,155,537,819,88,166
93,1429,966,266,22,175,650,976,61,1429,175,650,976,84,173
36,1674,1332,216,54,0,72,72,0,2060,0,462,1296,167,178
76,1509,1109,213,143,44,720,475,315,1910,56,797,601,430,83
69,1446,1118,194,97,37,443,621,165,1562,40,478,671,273,99
91,1396,1099,191,85,21,474,594,237,1478,22,502,629,184,104
89,1426,1178,192,45,11,270,354,263,2069,24,583,765,345,78
109,1607,1245,246,83,33,321,443,278,2068,55,531,732,419,91
92,1600,1157,253,151,39,232,643,214,2021,59,351,974,430,99
80,1590,1193,244,110,43,323,593,293,2038,62,467,858,364,113
76,1370,1017,230,98,25,454,836,278,1644,30,545,1003,375,52
99,1473,1104,223,108,38,369,576,233,1794,46,449,702,288,91
66,1297,983,222,63,29,583,663,207,1592,36,716,814,265,137
56,1351,1059,216,56,20,302,741,210,1954,29,437,1072,274,104
101,1387,1050,206,94,37,401,733,321,1971,53,570,1042,430,97
99,1671,1211,281,117,62,507,456,251,2009,82,668,601,328,86
86,1272,1007,188,57,20,334,604,307,1585,25,416,753,285,137
80,1592,1196,274,66,56,501,450,177,2031,71,639,574,328,99
96,1567,1171,272,96,28,646,498,278,1938,35,799,616,288,113
80,1471,1173,213,60,25,570,487,274,1739,30,674,576,264,108
92,1504,1112,238,101,53,559,545,229,1592,56,592,577,416,78
90,1528,1009,309,113,100,588,421,254,1861,126,738,529,399,104
90,1758,1224,319,166,51,628,310,305,2060,65,795,392,428,116
77,1722,1264,292,105,61,546,370,238,2021,76,680,461,390,83
68,1708,1296,261,102,49,490,367,200,2042,60,601,450,363,142
85,1556,1173,259,88,36,513,415,198,1692,39,558,451,412,123
100,1719,1333,257,88,33,470,363,226,1832,35,501,387,404,86
88,1689,1331,220,96,34,517,439,241,1983,40,607,515,387,147
96,1475,1156,224,67,28,498,635,230,1707,32,576,735,303,75
66,1347,1160,130,51,6,421,569,128,1593,7,498,673,361,96
59,1540,1229,223,74,14,406,551,144,1848,17,487,662,359,91
75,1253,981,209,50,13,457,741,191,1327,14,484,760,287,88
91,1227,963,179,72,13,467,593,170,1352,14,515,686,282,115
87,1287,999,204,72,12,351,618,210,1354,13,369,674,250,79
78,1300,1035,196,56,13,391,625,196,1376,14,414,631,255,103
83,1397,1063,236,75,23,536,592,211,1479,24,568,627,273,140
84,1393,1041,228,60,64,522,627,163,1485,68,556,668,246,120
78,1443,1065,260,72,46,495,655,169,1538,49,528,698,246,104
94,1537,1099,276,84,78,411,620,167,1649,84,441,665,229,120
78,1415,1073,222,55,65,497,600,153,1489,68,523,631,341,85
96,1296,977,215,42,62,490,639,129,1381,66,522,681,230,106
96,1317,981,236,56,44,422,605,158,1394,47,447,641,248,126
93,1345,1000,240,64,41,464,568,116,1433,44,495,605,226,119
72,1346,1068,208,37,33,456,527,128,1773,43,601,694,278,120
56,1408,1053,246,59,50,382,555,135,1665,59,452,656,259,132
54,1591,1195,250,53,93,309,647,69,1674,98,325,681,309,134
60,1627,1162,284,58,123,476,647,51,1723,130,504,685,235,161
53,1607,1176,272,41,118,436,585,74,1690,124,459,615,224,181
59,1565,1129,275,60,101,410,485,61,1679,108,440,520,188,180
72,1692,1220,305,61,106,483,574,51,1792,112,511,608,223,156
62,1587,1191,262,54,80,453,514,50,1703,86,486,551,239,164
54,1564,1229,227,48,60,457,507,72,1645,63,481,533,177,160
46,1488,1073,274,50,91,536,544,56,1586,97,571,580,191,182
75,1764,1254,323,54,162,607,498,62,1898,172,643,527,200,162
55,1768,1334,363,46,133,473,483,36,1973,140,498,508,251,178
69,1580,1125,315,55,85,460,518,44,1662,89,484,545,215,157
82,1692,1147,347,70,128,469,575,75,1780,135,493,605,204,140
68,1552,1157,264,34,97,415,700,55,1643,103,439,741,241,154
57,1618,1199,263,48,108,474,616,53,1702,114,499,648,249,151
65,1569,1148,273,39,109,506,678,70,1661,115,536,718,195,166
49,1423,1097,252,31,43,457,548,41,1537,46,494,592,217,146
48,1439,1094,249,43,53,452,521,50,1544,57,485,559,183,143
53,1297,990,191,37,79,461,558,26,1373,84,488,591,192,144
45,1343,1038,198,40,67,474,627,68,1413,70,499,660,196,155
45,1260,993,180,40,47,421,524,40,1352,50,452,562,207,158
67,1390,1087,196,38,69,525,585,31,1462,73,552,615,197,150
65,1409,1096,211,44,58,498,529,34,1492,61,527,560,187,146
73,1421,1075,220,42,84,439,621,43,1495,88,462,653,155,151
65,1424,1085,221,55,63,488,625,63,1498,66,513,657,160,147
85,1419,989,244,58,128,555,705,28,1493,135,584,742,166,148
96,1515,1089,237,58,131,563,599,35,1594,138,592,630,159,163
77,1456,1084,209,49,114,531,552,66,1532,120,559,581,145,154
92,1423,1029,249,47,98,568,562,63,1497,103,598,591,158,153
87,1473,1047,240,65,121,558,628,44,1550,127,587,661,155,169
79,1456,1032,256,61,107,635,652,32,1532,113,668,686,153,140
81,1379,986,224,46,123,562,797,60,1451,129,591,838,143,123
67,1301,936,206,40,119,524,903,41,1369,125,551,950,162,139
62,1299,943,206,46,104,471,1109,47,1366,109,495,1167,163,136
49,1331,975,195,53,108,500,976,59,1400,114,526,1027,151,188
82,1419,1037,200,39,143,534,929,79,1428,144,537,935,139,168
87,1390,982,228,54,126,403,955,56,1390,126,403,955,142,147
92,1415,993,241,51,130,440,924,30,1415,130,440,924,156,150
82,1306,935,221,47,103,545,1033,79,1306,103,545,1033,137,174
76,1253,945,178,30,100,462,1003,58,1253,100,462,1003,127,163
63,1304,905,227,35,137,549,1130,73,1304,137,549,1130,136,157
67,1289,922,209,35,123,499,1031,63,1289,123,499,1031,121,158
61,1288,941,208,37,102,506,966,44,1338,106,525,1003,120,147
71,1381,1000,218,29,134,476,979,51,1381,134,476,979,134,179
80,1434,1056,233,50,95,469,822,115,1434,95,469,822,148,168
86,1506,1056,283,42,125,610,960,126,1506,125,610,960,152,156
101,1505,1091,259,45,110,542,793,127,1505,110,542,793,115,148
101,1548,1040,266,56,186,573,806,135,1548,186,573,806,120,168
90,1404,991,248,32,133,552,866,152,1404,133,552,866,104,156
84,1453,1031,250,53,119,602,764,128,1453,119,602,764,106,148
91,1517,1074,272,54,117,472,708,140,1517,117,472,708,136,136
81,1494,1048,248,51,147,555,1084,186,1494,147,555,1084,161,112
75,1343,917,238,47,141,527,1095,122,1343,141,527,1095,139,142
87,1395,933,268,39,155,593,1161,154,1404,156,597,1168,138,158
80,1390,922,248,51,169,587,1109,111,1390,169,587,1109,121,137
65,1302,916,248,31,107,492,987,113,1310,108,495,993,146,140
67,1324,950,215,36,123,558,926,106,1324,123,558,926,133,136
